College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG5214,105,9.04,9.18,4,'No',10,10,5,'Yes'
CLG5215,105,7.41,7.85,8,'No',1,8,3,'No'
CLG5216,107,8.27,8.56,1,'Yes',3,2,5,'No'
CLG5217,104,5.95,5.72,3,'Yes',0,5,3,'No'
CLG5218,92,7.67,7.47,4,'No',5,8,5,'No'
CLG5219,92,6.59,6.16,2,'No',5,9,2,'No'
CLG5220,82,7.63,7.42,2,'Yes',2,7,3,'No'
CLG5221,126,8.9,8.49,6,'No',0,9,5,'Yes'
CLG5222,100,8.84,8.84,6,'No',4,9,4,'Yes'
CLG5223,96,6.77,6.98,3,'Yes',0,8,4,'No'
CLG5224,86,8.47,8.72,8,'Yes',2,7,1,'No'
CLG5225,144,9.71,9.27,3,'Yes',7,6,0,'No'
CLG5226,83,8.13,7.97,2,'No',9,3,4,'No'
CLG5227,93,5.74,5.53,5,'No',8,8,4,'No'
CLG5228,106,8.4,8,7,'Yes',2,3,1,'No'
CLG5229,109,5.52,5.38,1,'No',8,9,4,'No'
CLG5230,114,9.36,9.16,2,'No',6,9,4,'Yes'
CLG5231,127,7.58,7.71,2,'Yes',7,10,5,'Yes'
CLG5232,107,6.93,7.31,8,'No',5,10,2,'No'
CLG5233,84,5.29,5.24,10,'No',4,9,1,'No'
CLG5234,96,6.9,7.15,6,'Yes',9,4,3,'No'
CLG5235,104,9.52,9.17,4,'No',7,9,3,'Yes'
CLG5236,131,5.1,5.49,4,'No',1,2,0,'No'
CLG5237,79,7.37,7.02,5,'Yes',6,1,0,'No'
CLG5238,118,9.66,9.35,3,'Yes',0,8,4,'Yes'
CLG5239,102,6.97,6.58,4,'No',6,6,4,'No'
CLG5240,112,7.14,6.95,4,'No',5,10,3,'Yes'
CLG5241,98,7.89,7.94,7,'No',3,9,1,'No'
CLG5242,87,7.31,7.8,7,'Yes',2,9,2,'No'
CLG5243,111,5.84,6.13,1,'Yes',8,3,5,'No'
CLG5244,109,5.09,4.97,3,'No',5,2,0,'No'
CLG5245,114,8.05,8.13,9,'Yes',5,7,4,'Yes'
CLG5246,99,9.6,9.72,6,'Yes',0,5,0,'No'
CLG5247,91,5.53,5.85,6,'No',4,10,3,'No'
CLG5248,76,6.05,6.29,4,'No',6,6,1,'No'
CLG5249,112,6.85,6.92,10,'Yes',3,5,3,'No'
CLG5250,106,9.04,9.21,9,'No',1,4,2,'No'
CLG5251,85,6.35,6.6,3,'Yes',8,1,1,'No'
CLG5252,91,9.41,9.04,8,'No',5,4,2,'No'
CLG5253,92,5.27,4.97,6,'No',8,10,2,'No'
CLG5254,77,9.7,9.89,2,'Yes',7,3,1,'No'
CLG5255,87,7.8,8.15,3,'No',0,3,2,'No'
CLG5256,82,8.29,8.2,1,'No',1,5,0,'No'
CLG5257,93,6.84,7.32,3,'No',1,1,4,'No'
CLG5258,88,8.91,8.63,4,'No',1,6,1,'No'
CLG5259,75,5.83,5.75,6,'Yes',3,2,3,'No'
CLG5260,130,5.24,5.12,10,'Yes',6,1,3,'No'
CLG5261,118,6.98,7.41,7,'No',6,8,4,'Yes'
CLG5262,88,9.27,9.06,3,'No',0,10,3,'Yes'
CLG5263,104,8.77,8.74,7,'No',7,3,4,'No'
CLG5264,106,7.59,7.28,4,'No',3,6,0,'No'
CLG5265,117,7.86,7.88,1,'No',7,2,3,'No'
CLG5266,87,5.65,6.01,1,'Yes',9,5,3,'No'
CLG5267,116,9.2,9,8,'No',8,9,0,'Yes'
CLG5268,91,8.93,9.24,10,'Yes',6,7,3,'No'
CLG5269,79,8.28,8.69,7,'No',2,4,3,'No'
CLG5270,110,7.33,6.9,4,'No',2,3,0,'No'
CLG5271,119,9.82,10.08,1,'No',4,9,5,'Yes'
CLG5272,138,9.4,9.16,6,'No',6,4,0,'No'
CLG5273,82,8.22,7.9,10,'Yes',6,5,5,'No'
CLG5274,110,6.86,6.96,7,'Yes',8,6,0,'No'
CLG5275,93,8.09,8.3,6,'No',0,10,5,'Yes'
CLG5276,111,7.88,7.77,6,'No',2,5,3,'No'
CLG5277,77,6.97,6.51,8,'Yes',0,9,4,'No'
CLG5278,81,6.53,6.94,6,'No',5,1,5,'No'
CLG5279,88,7.04,7.27,2,'No',9,6,4,'No'
CLG5280,101,7.87,7.64,7,'No',6,4,1,'No'
CLG5281,90,7.14,7.14,10,'No',1,4,1,'No'
CLG5282,109,6.32,5.85,4,'No',8,3,3,'No'
CLG5283,115,8.8,8.64,3,'No',4,5,3,'Yes'
CLG5284,108,7.66,7.68,8,'No',2,8,4,'No'
CLG5285,124,5.34,5.36,10,'No',6,4,2,'No'
CLG5286,106,6.84,6.55,5,'Yes',6,7,1,'No'
CLG5287,81,9.42,9.7,4,'No',0,8,4,'Yes'
CLG5288,120,8.78,8.58,4,'No',5,5,3,'Yes'
CLG5289,90,6.62,6.7,5,'No',2,10,1,'No'
CLG5290,113,9.69,9.46,4,'Yes',6,1,1,'No'
CLG5291,123,5.38,5.31,3,'No',4,8,5,'Yes'
CLG5292,106,9.81,9.52,4,'Yes',3,10,1,'No'
CLG5293,77,6.23,6.36,10,'No',9,3,3,'No'
CLG5294,86,5.05,4.98,5,'Yes',6,4,4,'No'
CLG5295,119,7.17,6.69,2,'No',6,10,2,'Yes'
CLG5296,97,6.79,6.32,7,'Yes',7,7,3,'No'
CLG5297,101,7.7,7.67,5,'No',4,9,1,'No'
CLG5298,111,8.98,8.66,9,'No',3,4,5,'Yes'
CLG5299,110,9.21,9.3,6,'No',0,4,5,'No'
CLG5300,104,7.01,6.92,1,'Yes',3,6,0,'No'
CLG5301,96,7.15,7.3,9,'No',10,9,4,'No'
CLG5302,95,5.74,6.19,5,'Yes',9,4,3,'No'
CLG5303,112,5.24,5.27,9,'No',0,10,1,'No'
CLG5304,108,8.21,8.5,1,'No',6,8,2,'Yes'
CLG5305,96,5.32,5.57,2,'Yes',5,3,5,'No'
CLG5306,116,8.67,9.09,3,'No',6,2,1,'No'
CLG5307,98,7.7,7.41,5,'No',7,4,1,'No'
CLG5308,87,5.99,6.32,6,'No',5,4,3,'No'
CLG5309,88,7.7,8.11,5,'Yes',1,7,5,'No'
CLG5310,85,5.91,5.8,1,'No',1,7,2,'No'
CLG5311,95,7.19,7,4,'No',8,9,5,'No'
CLG5312,118,9,9.45,6,'Yes',5,10,0,'Yes'
CLG5313,87,7.31,7.44,4,'No',5,2,5,'No'
CLG5314,102,5.74,5.62,4,'Yes',0,4,5,'No'
CLG5315,90,8.62,8.91,5,'Yes',7,3,3,'No'
CLG5316,96,5.93,5.73,8,'Yes',10,3,5,'No'
CLG5317,77,8.69,8.37,5,'No',7,7,4,'No'
CLG5318,96,7.4,7.44,7,'Yes',3,10,2,'No'
CLG5319,97,7.27,7.34,8,'No',6,6,0,'No'
CLG5320,108,9.26,9.59,6,'Yes',8,3,0,'No'
CLG5321,103,8.54,8.5,6,'Yes',10,8,2,'Yes'
CLG5322,82,5.16,5.47,2,'Yes',0,8,4,'No'
CLG5323,116,6.48,6.29,10,'No',4,7,1,'No'
CLG5324,103,9.35,9.43,5,'Yes',7,9,3,'Yes'
CLG5325,102,5.09,4.8,1,'Yes',6,3,4,'No'
CLG5326,99,7.73,7.62,9,'Yes',9,5,5,'No'
CLG5327,92,8.64,9,7,'Yes',3,6,0,'No'
CLG5328,103,8.11,7.83,2,'No',2,9,5,'No'
CLG5329,107,8.8,9.11,6,'No',0,4,4,'No'
CLG5330,73,8.63,8.41,10,'Yes',2,5,1,'No'
CLG5331,91,8.46,7.99,9,'Yes',1,9,5,'No'
CLG5332,96,9.11,8.72,5,'No',4,4,4,'No'
CLG5333,103,8.23,8.48,3,'Yes',0,2,4,'No'
CLG5334,117,7.01,6.77,10,'No',3,9,5,'Yes'
CLG5335,88,7.36,7.51,4,'Yes',7,3,0,'No'
CLG5336,92,8.58,8.78,3,'No',8,6,4,'No'
CLG5337,92,9.38,9.23,1,'Yes',0,9,5,'Yes'
CLG5338,87,6.36,6.33,10,'No',2,3,3,'No'
CLG5339,94,6.71,6.61,7,'Yes',5,8,2,'No'
CLG5340,111,9.65,10.1,8,'Yes',4,9,5,'Yes'
CLG5341,84,7.89,7.71,2,'No',0,3,0,'No'
CLG5342,106,5.89,5.57,8,'Yes',1,3,2,'No'
CLG5343,74,8.32,8.19,9,'Yes',1,4,4,'No'
CLG5344,91,9.95,10.12,7,'Yes',6,1,1,'No'
CLG5345,95,9.12,9.32,1,'No',5,2,5,'No'
CLG5346,125,8.73,9.15,4,'Yes',5,1,5,'Yes'
CLG5347,95,6.04,6.42,7,'Yes',0,3,0,'No'
CLG5348,66,9.38,9.17,6,'No',0,6,4,'No'
CLG5349,70,7.63,7.59,8,'No',3,8,4,'No'
CLG5350,100,9.45,9.7,6,'No',9,5,1,'No'
CLG5351,109,6.65,7.07,10,'No',5,8,4,'No'
CLG5352,105,5.31,5.15,6,'No',10,6,3,'No'
CLG5353,102,7.38,7.32,10,'Yes',5,1,1,'No'
CLG5354,117,6.35,6.75,6,'No',4,3,0,'No'
CLG5355,91,8.58,8.44,7,'Yes',3,2,0,'No'
CLG5356,113,9.79,9.77,5,'Yes',1,6,2,'Yes'
CLG5357,75,8.45,8.85,9,'Yes',6,8,3,'Yes'
CLG5358,86,9.43,9.73,7,'No',5,6,5,'No'
CLG5359,72,7.27,7.01,1,'No',6,4,3,'No'
CLG5360,95,8.86,8.68,9,'No',2,4,0,'No'
CLG5361,99,9.22,9.07,6,'No',0,9,4,'Yes'
CLG5362,101,8.55,8.96,8,'No',0,1,5,'No'
CLG5363,100,7.54,8.04,9,'No',3,2,3,'No'
CLG5364,86,8.13,8.4,2,'No',3,4,3,'No'
CLG5365,97,8.5,8.48,2,'No',6,3,4,'No'
CLG5366,77,6.27,5.78,5,'Yes',6,9,1,'No'
CLG5367,120,9.05,9.25,5,'No',3,5,4,'Yes'
CLG5368,95,9.75,9.64,10,'Yes',6,8,2,'Yes'
CLG5369,92,7.33,7.46,10,'No',7,4,2,'No'
CLG5370,123,8.51,8.62,2,'No',8,4,5,'Yes'
CLG5371,81,8.69,8.67,10,'Yes',5,10,0,'No'
CLG5372,83,8.31,8.75,4,'Yes',3,3,1,'No'
CLG5373,83,7.74,7.26,9,'No',9,9,3,'No'
CLG5374,98,9.41,9.62,4,'No',1,10,5,'Yes'
CLG5375,106,7.24,7.15,1,'Yes',8,2,0,'No'
CLG5376,111,5.31,5.52,5,'Yes',6,3,0,'No'
CLG5377,138,9.22,9.4,2,'Yes',5,3,5,'Yes'
CLG5378,66,8.37,7.88,6,'No',3,3,5,'No'
CLG5379,109,9.25,9.04,1,'No',3,4,3,'No'
CLG5380,91,5.69,5.38,7,'Yes',1,5,3,'No'
CLG5381,91,5.15,4.82,7,'No',0,6,4,'No'
CLG5382,90,9.67,9.9,4,'No',4,5,2,'No'
CLG5383,86,5.74,5.48,9,'Yes',5,9,3,'No'
CLG5384,125,9.05,9.02,3,'Yes',9,7,4,'Yes'
CLG5385,112,9.12,8.87,5,'No',8,7,2,'Yes'
CLG5386,100,8.54,8.62,5,'No',0,7,1,'No'
CLG5387,120,5.66,5.88,8,'Yes',4,7,1,'No'
CLG5388,77,8.34,8.17,10,'No',10,2,1,'No'
CLG5389,80,9.45,9.55,10,'No',4,8,3,'Yes'
CLG5390,67,7.13,7.45,4,'Yes',8,10,2,'No'
CLG5391,89,7.07,6.66,1,'Yes',10,1,5,'No'
CLG5392,102,7.21,7.42,5,'Yes',10,6,2,'No'
CLG5393,101,5.41,5.23,1,'No',3,3,1,'No'
CLG5394,102,9.46,9.08,3,'Yes',2,6,0,'No'
CLG5395,78,9.35,9.4,6,'Yes',2,6,2,'No'
CLG5396,112,9.99,9.72,1,'Yes',5,8,2,'Yes'
CLG5397,103,7.93,8.25,10,'No',10,4,4,'No'
CLG5398,110,8.76,8.3,3,'Yes',0,3,1,'No'
CLG5399,71,6.01,5.61,7,'No',0,2,0,'No'
CLG5400,104,8.34,8.36,2,'Yes',0,6,4,'No'
CLG5401,82,8.25,8.34,6,'No',6,3,0,'No'
CLG5402,94,9.51,9.74,7,'No',4,4,5,'No'
CLG5403,108,9.15,8.91,2,'Yes',10,9,0,'No'
CLG5404,101,9.69,10.03,5,'Yes',8,7,5,'No'
CLG5405,87,9.34,9.79,10,'Yes',10,1,0,'No'
CLG5406,100,9.34,9.34,10,'Yes',2,4,3,'No'
CLG5407,77,5.32,5.58,1,'No',5,8,2,'No'
CLG5408,117,9.23,9.25,3,'Yes',6,10,2,'Yes'
CLG5409,96,8.04,7.61,1,'No',2,4,4,'No'
CLG5410,116,6.9,6.73,3,'Yes',8,1,5,'No'
CLG5411,92,5.28,4.87,4,'Yes',1,10,0,'No'
CLG5412,92,8.39,8.88,5,'Yes',6,2,0,'No'
CLG5413,88,6.64,6.37,4,'Yes',9,5,2,'No'
CLG5414,113,7.34,7.48,4,'Yes',3,6,5,'No'
CLG5415,89,8.41,8.19,9,'No',8,1,0,'No'
CLG5416,109,9.56,9.71,9,'Yes',6,5,0,'No'
CLG5417,94,9.13,8.84,9,'No',7,8,0,'No'
CLG5418,70,7.25,7.54,5,'No',10,8,1,'No'
CLG5419,91,6.94,6.55,5,'No',9,2,1,'No'
CLG5420,82,6.2,6.6,2,'No',2,9,1,'No'
CLG5421,100,6.86,7.2,6,'No',5,2,5,'No'
CLG5422,82,5.56,5.74,2,'Yes',3,4,5,'No'
CLG5423,113,9.86,9.43,10,'Yes',3,10,4,'Yes'
CLG5424,98,7.87,7.58,5,'No',1,4,0,'No'
CLG5425,97,5.64,6,5,'Yes',10,4,1,'No'
CLG5426,109,6.76,6.38,4,'No',9,7,1,'No'
CLG5427,114,7.74,7.4,5,'Yes',8,8,3,'Yes'
CLG5428,99,7.66,7.7,7,'No',10,8,4,'No'
CLG5429,88,5.18,4.95,10,'No',0,4,1,'No'
CLG5430,73,9.75,9.47,2,'No',0,4,1,'No'
CLG5431,89,6.38,6.46,1,'No',6,6,1,'No'
CLG5432,90,5.08,4.95,4,'Yes',9,9,3,'No'
CLG5433,101,5.38,5.02,7,'Yes',6,5,3,'No'
CLG5434,94,7.9,7.93,1,'No',3,2,4,'No'
CLG5435,110,5.69,5.58,4,'No',7,9,0,'No'
CLG5436,90,5.21,5.44,6,'No',4,9,0,'No'
CLG5437,99,6.9,6.5,6,'No',5,1,5,'No'
CLG5438,117,8.11,8.23,1,'Yes',3,9,4,'Yes'
CLG5439,105,5.56,5.5,7,'No',2,7,5,'No'
CLG5440,99,6.57,6.48,5,'No',1,1,0,'No'
CLG5441,90,7.09,6.82,6,'Yes',7,2,2,'No'
CLG5442,90,5.8,5.33,1,'No',10,2,5,'No'
CLG5443,87,7.53,7.88,7,'Yes',4,8,0,'No'
CLG5444,91,5.43,5.26,4,'No',9,1,3,'No'
CLG5445,111,5.23,5.41,3,'No',5,3,3,'No'
CLG5446,96,7.6,8.05,4,'No',5,1,1,'No'
CLG5447,79,6.24,6.3,9,'Yes',3,5,3,'No'
CLG5448,126,5.48,5.38,5,'Yes',8,4,2,'No'
CLG5449,104,7.12,6.89,5,'No',6,3,2,'No'
CLG5450,78,9.58,10.01,8,'No',9,8,2,'Yes'
CLG5451,93,8.62,8.8,7,'Yes',7,7,1,'No'
CLG5452,101,9.08,9.25,3,'Yes',6,4,0,'No'
CLG5453,125,9.36,9.29,1,'No',3,1,1,'No'
CLG5454,83,9.86,10.21,2,'Yes',8,7,3,'No'
CLG5455,114,8.82,9.03,3,'Yes',1,3,2,'Yes'
CLG5456,120,8.04,7.82,1,'No',4,5,1,'No'
CLG5457,90,6.83,6.93,1,'No',1,8,5,'No'
CLG5458,95,5.91,5.84,8,'Yes',7,9,1,'No'
CLG5459,84,8.43,7.94,8,'No',8,10,2,'No'
CLG5460,96,9.97,10.28,2,'Yes',2,10,4,'Yes'
CLG5461,99,7.34,6.96,8,'Yes',4,7,2,'No'
CLG5462,109,8.62,8.63,2,'No',8,6,4,'No'
CLG5463,116,7.48,7.32,5,'No',5,5,2,'No'
CLG5464,88,7.16,7,1,'No',2,5,0,'No'
CLG5465,70,7.05,7.03,9,'Yes',5,4,4,'No'
CLG5466,99,7.52,8.02,4,'Yes',8,7,4,'No'
CLG5467,104,6.83,6.74,10,'Yes',10,1,5,'No'
CLG5468,103,8.74,8.42,2,'Yes',10,3,1,'No'
CLG5469,95,9.37,9.48,1,'No',9,6,4,'No'
CLG5470,101,9.41,9.15,6,'No',6,10,3,'Yes'
CLG5471,122,6.14,5.75,8,'No',3,1,1,'No'
CLG5472,105,9.48,9.03,4,'No',3,7,1,'No'
CLG5473,94,6.71,6.23,1,'No',0,2,5,'No'
CLG5474,92,6.55,6.48,1,'Yes',2,7,0,'No'
CLG5475,97,8.63,8.56,6,'Yes',8,4,1,'No'
CLG5476,124,6.52,6.21,2,'No',0,9,1,'No'
CLG5477,97,5.26,5.54,5,'No',1,5,3,'No'
CLG5478,99,6.87,6.5,2,'No',1,1,1,'No'
CLG5479,92,8.61,9.03,9,'No',7,4,4,'No'
CLG5480,116,6.63,6.72,2,'Yes',5,4,5,'No'
CLG5481,129,8.15,7.68,5,'Yes',6,4,5,'No'
CLG5482,106,8.3,8.76,4,'No',10,3,0,'No'
CLG5483,101,8.67,8.48,1,'No',3,3,5,'No'
CLG5484,100,9.49,9.44,10,'No',10,10,5,'Yes'
CLG5485,64,7.16,6.94,9,'No',3,5,3,'No'
CLG5486,111,5.83,6.06,3,'Yes',3,5,5,'No'
CLG5487,102,6.59,6.58,10,'Yes',5,2,2,'No'
CLG5488,106,7.16,6.79,8,'No',3,10,2,'No'
CLG5489,89,8.57,8.17,4,'No',0,10,2,'Yes'
CLG5490,94,5.07,5.3,9,'Yes',0,9,3,'No'
CLG5491,93,6.58,6.32,5,'Yes',7,3,2,'No'
CLG5492,115,8.9,8.54,2,'Yes',1,4,4,'Yes'
CLG5493,94,8.35,8.35,8,'No',8,2,2,'No'
CLG5494,131,8.66,8.96,4,'No',9,8,2,'Yes'
CLG5495,106,9.06,8.84,2,'No',7,7,0,'No'
CLG5496,80,8.92,8.7,6,'Yes',0,3,2,'No'
CLG5497,98,8.41,8.74,1,'No',9,5,2,'No'
CLG5498,90,7.2,6.85,8,'Yes',10,1,1,'No'
CLG5499,67,9.92,10.04,9,'Yes',7,6,4,'No'
CLG5500,123,7.85,8.31,7,'No',8,10,3,'Yes'
CLG5501,110,6.01,6.35,9,'Yes',3,6,0,'No'
CLG5502,107,6.46,6.02,2,'Yes',6,5,3,'No'
CLG5503,102,8.47,8.29,1,'No',3,9,2,'Yes'
CLG5504,79,9.62,9.26,7,'Yes',2,4,1,'No'
CLG5505,92,5.89,6.34,4,'No',10,2,2,'No'
CLG5506,112,5.41,5.9,10,'Yes',0,7,2,'No'
CLG5507,84,9.41,9.14,8,'No',1,5,5,'No'
CLG5508,62,9.58,9.75,3,'No',6,7,5,'No'
CLG5509,96,6.38,6.72,7,'Yes',5,7,0,'No'
CLG5510,97,6.89,6.62,7,'No',7,7,0,'No'
CLG5511,102,8.3,7.99,10,'Yes',10,3,3,'No'
CLG5512,110,6.65,6.16,9,'No',2,5,2,'No'
CLG5513,109,9.39,9.3,4,'No',5,1,5,'No'
CLG5514,103,5.54,5.94,10,'No',5,6,3,'No'
CLG5515,117,5.19,5.59,1,'Yes',1,4,2,'No'
CLG5516,77,6.04,5.67,7,'Yes',0,2,0,'No'
CLG5517,107,6.43,6.13,10,'Yes',1,3,1,'No'
CLG5518,109,5.56,5.47,6,'No',8,3,5,'No'
CLG5519,81,5.33,5.61,1,'No',5,1,5,'No'
CLG5520,77,8.78,8.89,9,'Yes',2,7,3,'No'
CLG5521,88,5.82,5.83,10,'Yes',9,10,3,'No'
CLG5522,90,9.57,9.66,8,'Yes',6,3,4,'No'
CLG5523,111,6.84,6.44,10,'Yes',0,7,5,'No'
CLG5524,90,8.35,8.33,4,'No',7,10,4,'Yes'
CLG5525,87,6.13,6.62,5,'Yes',9,10,1,'No'
CLG5526,90,6.2,5.79,8,'No',6,9,5,'No'
CLG5527,116,7.87,7.89,2,'Yes',2,6,4,'No'
CLG5528,100,7.8,7.6,6,'No',3,8,1,'No'
CLG5529,97,8.84,8.88,10,'Yes',10,1,2,'No'
CLG5530,98,8.79,8.86,2,'No',6,8,4,'Yes'
CLG5531,119,8.35,8.43,8,'No',3,8,4,'Yes'
CLG5532,88,7.25,7.6,5,'No',4,3,3,'No'
CLG5533,119,9.45,9.34,10,'No',0,6,1,'No'
CLG5534,103,8.11,8.13,3,'Yes',4,6,3,'No'
CLG5535,97,9.95,9.46,2,'Yes',9,7,4,'No'
CLG5536,137,9.1,9.39,4,'No',9,3,5,'Yes'
CLG5537,84,5.22,4.98,8,'No',3,10,2,'No'
CLG5538,94,6.6,6.92,1,'Yes',2,1,0,'No'
CLG5539,81,7.86,7.63,10,'No',8,9,1,'No'
CLG5540,114,8.61,8.12,3,'No',0,6,1,'No'
CLG5541,125,7.75,7.4,1,'Yes',9,5,2,'No'
CLG5542,125,8.93,9.42,2,'Yes',4,2,2,'Yes'
CLG5543,118,6.41,6.23,10,'Yes',9,4,1,'No'
CLG5544,97,5.92,5.53,7,'Yes',1,5,1,'No'
CLG5545,94,5.27,4.89,1,'No',4,10,2,'No'
CLG5546,74,7.87,7.68,9,'Yes',4,4,5,'No'
CLG5547,130,8.44,7.98,8,'No',9,10,2,'Yes'
CLG5548,107,6.63,6.64,1,'No',10,4,2,'No'
CLG5549,92,8.07,7.78,10,'No',0,6,4,'No'
CLG5550,119,5.26,5.28,1,'No',3,4,5,'No'
CLG5551,85,5.5,5.14,2,'No',6,9,1,'No'
CLG5552,106,8.51,8.44,2,'No',0,2,1,'No'
CLG5553,97,6.84,6.94,6,'Yes',9,5,2,'No'
CLG5554,109,8.36,7.92,1,'Yes',1,3,3,'No'
CLG5555,99,9.16,9.06,4,'No',3,8,0,'No'
CLG5556,78,9.26,9.06,7,'Yes',9,3,1,'No'
CLG5557,101,5.86,5.6,9,'Yes',1,8,4,'No'
CLG5558,115,7.43,7.53,10,'No',1,8,0,'No'
CLG5559,99,8.67,8.76,3,'Yes',0,2,3,'No'
CLG5560,111,8.87,9,4,'No',1,10,5,'Yes'
CLG5561,84,8.92,8.58,5,'Yes',2,7,4,'No'
CLG5562,99,6.14,5.93,5,'No',3,6,2,'No'
CLG5563,90,5.96,5.67,2,'No',0,1,3,'No'
CLG5564,111,7.95,7.99,5,'No',0,2,2,'No'
CLG5565,100,8.71,8.67,10,'No',6,4,4,'No'
CLG5566,110,6.6,6.43,1,'Yes',4,2,4,'No'
CLG5567,116,5.52,5.81,7,'Yes',6,5,2,'No'
CLG5568,110,8.58,8.17,5,'Yes',9,3,0,'No'
CLG5569,104,6.5,6.97,6,'No',8,6,1,'No'
CLG5570,85,5.83,5.45,9,'No',0,9,1,'No'
CLG5571,99,5.74,6.01,3,'No',7,10,5,'No'
CLG5572,92,6.57,6.44,1,'No',9,7,4,'No'
CLG5573,94,7.96,8.33,8,'Yes',3,5,3,'No'
CLG5574,94,6.79,6.36,2,'Yes',8,1,2,'No'
CLG5575,85,5.1,4.97,2,'No',1,1,3,'No'
CLG5576,70,5.48,5.32,10,'No',8,1,2,'No'
CLG5577,89,6.45,6.94,4,'Yes',7,3,3,'No'
CLG5578,102,8.3,8.79,5,'Yes',5,7,5,'No'
CLG5579,79,5.49,5.18,1,'No',4,9,2,'No'
CLG5580,100,7.8,7.93,3,'No',2,6,4,'No'
CLG5581,128,5.6,5.64,8,'No',0,7,0,'No'
CLG5582,115,6.06,5.71,6,'No',5,3,1,'No'
CLG5583,124,5.86,5.53,3,'Yes',9,8,3,'Yes'
CLG5584,105,5.34,5.83,7,'No',4,10,5,'No'
CLG5585,117,8.36,8.31,6,'Yes',7,6,1,'No'
CLG5586,89,7.32,6.95,5,'No',0,3,3,'No'
CLG5587,90,9.16,8.87,8,'No',9,2,4,'No'
CLG5588,58,5.49,5.26,8,'No',0,9,5,'No'
CLG5589,117,5.72,5.73,3,'Yes',6,7,4,'No'
CLG5590,123,6.53,6.37,8,'No',7,10,3,'Yes'
CLG5591,91,8.83,8.79,10,'Yes',9,10,3,'Yes'
CLG5592,96,6.53,6.2,9,'Yes',0,9,3,'No'
CLG5593,88,7.04,6.87,10,'Yes',8,4,5,'No'
CLG5594,105,6.51,6.08,3,'No',6,4,4,'No'
CLG5595,116,5.4,5.79,8,'Yes',6,6,0,'No'
CLG5596,73,9.7,9.4,8,'Yes',7,2,0,'No'
CLG5597,106,7.74,8,7,'Yes',7,10,3,'No'
CLG5598,95,8.94,8.79,8,'Yes',0,1,2,'No'
CLG5599,101,8.29,8.26,1,'No',3,10,0,'No'
CLG5600,106,7.57,7.36,3,'No',10,3,4,'No'
CLG5601,97,5.45,5.65,6,'No',8,5,4,'No'
CLG5602,98,8.21,8.55,7,'No',2,2,5,'No'
CLG5603,96,5.78,5.57,7,'No',5,9,4,'No'
CLG5604,114,7.07,6.81,6,'No',3,1,1,'No'
CLG5605,106,8.15,8.33,4,'No',0,3,1,'No'
CLG5606,103,8.91,8.61,5,'Yes',2,5,4,'No'
CLG5607,80,8.43,8.57,9,'No',2,1,0,'No'
CLG5608,94,8.36,7.95,1,'Yes',2,4,1,'No'
CLG5609,113,5.75,5.87,2,'No',10,10,2,'Yes'
CLG5610,100,6.73,6.74,5,'No',5,1,3,'No'
CLG5611,109,5.21,4.82,5,'Yes',8,7,1,'No'
CLG5612,126,8.6,8.75,7,'Yes',6,1,1,'No'
CLG5613,115,9.76,9.71,8,'No',6,3,0,'No'
CLG5614,101,6.32,6.04,10,'No',0,4,0,'No'
CLG5615,92,5.44,5.29,6,'No',8,4,2,'No'
CLG5616,61,7.38,7.37,6,'Yes',3,7,5,'No'
CLG5617,97,9.28,8.87,5,'Yes',7,5,2,'No'
CLG5618,95,7.76,8.22,5,'No',0,8,5,'Yes'
CLG5619,105,5.23,5.4,8,'No',7,3,2,'No'
CLG5620,97,9.87,9.47,5,'No',8,8,2,'Yes'
CLG5621,95,9.14,9.46,6,'No',4,9,1,'No'
CLG5622,73,5.66,5.48,3,'No',6,9,2,'No'
CLG5623,85,9.61,9.71,5,'Yes',10,9,5,'Yes'
CLG5624,107,7.25,7.03,9,'Yes',9,1,2,'No'
CLG5625,125,6.86,7.09,3,'No',1,9,4,'Yes'
CLG5626,98,7.31,7.53,8,'No',0,8,1,'No'
CLG5627,104,9.17,9.22,7,'Yes',10,2,1,'No'
CLG5628,114,8.3,8.04,4,'Yes',5,3,1,'No'
CLG5629,87,5.3,5.05,5,'No',8,7,3,'No'
CLG5630,105,9.79,9.67,8,'Yes',0,3,2,'No'
CLG5631,88,5.74,5.39,10,'No',9,2,5,'No'
CLG5632,112,8.73,8.57,7,'No',0,4,2,'Yes'
CLG5633,102,8.18,8.36,10,'No',3,9,2,'Yes'
CLG5634,104,5.94,6.27,10,'No',9,2,0,'No'
CLG5635,88,5.85,5.68,2,'No',5,1,0,'No'
CLG5636,110,9.35,9.08,8,'Yes',8,10,0,'No'
CLG5637,131,7.1,7.43,8,'No',1,7,3,'No'
CLG5638,84,8.27,8.66,9,'No',4,1,2,'No'
CLG5639,94,7.52,7.43,2,'No',6,6,1,'No'
CLG5640,103,8.64,8.17,4,'No',3,5,1,'No'
CLG5641,111,7.4,7.59,2,'No',5,8,4,'Yes'
CLG5642,91,6.44,6.72,4,'Yes',5,3,5,'No'
CLG5643,57,6.82,6.34,3,'No',3,3,0,'No'
CLG5644,120,9.3,9.4,7,'No',3,1,3,'Yes'
CLG5645,111,7.34,7.43,5,'No',8,4,4,'No'
CLG5646,73,6.07,5.95,7,'Yes',10,10,3,'No'
